word,cluster
bullet,190
bully,62
bump,56
bun,30
bundle,158
bunk,130
bunkmate,16
buoy,35
burden,218
burial,242
burn,108
burning,108
burp,108
burrow,221
burst,56
bury,172
business,61
bustle,233
busy,192
butt,62
butter,52
butterfly,18
buttock,196
button,12
buy,61
buzz,46
bypass,223
cab,26
cabin,49
cabinet,4
cable,4
cache,233
cackle,120
café,248
cage,197
cajole,146
cake,30
calculate,88
calf,59
call,83
calligraphy,152
calm,192
calyx,237
came,74
camera,140
camisole,207
camp,233
campaign,4
can,74
cancel,223
candidate,208
candor,244
candy,52
cane,140
canine,232
canvas,53
cap,8
capacity,4
cape,95
capital,61
cappuccino,30
captain,208
captivate,87
captivity,44
captor,198
capture,121
car,26
card,252
care,4
career,4
careful,74
carelessness,72
caress,20
carp,232
carpet,140
carriage,26
carriagemate,4
carrot,52
carry,121
cart,29
carve,158
case,21
casket,48
cassoulet,30
cast,127
castle,49
casual,138
cat,232
catalog,252
catalogue,98
catch,158
catchphrase,251
cater,121
catty,62
cause,187
caution,105
cautious,192
cave,49
cavern,49
cd,150
cease,223
ceiling,197
ceilingward,4
celebrate,81
cell,140
cello,103
cement,140
center,233
centimeter,140
cereal,52
ceremony,242
certificate,252
certiﬁcate,4
chablis,100
chagrin,7
chain,248
chair,208
chairman,208
chaise,130
challenge,218
champagne,100
champion,208
chance,74
change,223
channel,4
chant,202
chap,62
chaperon,208
chaperone,208
character,244
characteristic,127
charcoal,52
charge,4
charm,244
chart,252
chase,158
chasing,158
chastise,3
chat,122
chatter,255
cheat,62
check,252
checkerboard,68
checklist,252
cheek,36
cheekbone,28
cheer,202
cheerfulness,244
chef,30
chemise,207
cheongsam,152
cherish,51
chest,196
chew,60
chic,138
chick,22
chickene,4
chide,3
chief,208
child,180
childhood,213
chill,185
chime,205
chin,36
chinese,40
chineseness,127
chip,140
chocolate,30
choice,47
choke,13
chomp,60
choose,121
chop,137
chopstick,109
chore,218
chortle,20
christmas,150
chuck,158
chuckle,122
church,242
churchgoing,127
churn,108
cigarette,100
circle,127
circuit,4
circulate,172
circulation,4
circumstance,47
cite,39
citizenship,183
city,233
cityscape,233
clack,205
claim,39
clamber,10
clamor,102
clamp,106
clap,202
clarify,83
clarity,104
clasp,189
class,4
classic,127
classmate,16
classroom,14
clavicle,147
claw,158
clawing,158
clean,108
cleanse,172
clear,74
cleavage,191
cleaver,123
clench,20
clever,127
cleverness,244
click,12
client,21
climax,127
climb,56
cling,158
clinic,107
clink,205
clip,252
clipboard,53
clock,140
close,4
closeness,104
closet,49
cloth,140
clothe,121
clothilde,98
clothing,138
cloud,4
club,4
cluck,20
clue,74
clump,237
clumsy,127
clung,6
clusburtson,4
clutch,158
clutched,6
coach,208
coat,8
coax,146
cock,62
cocktail,100
cocoon,127
coddle,163
code,252
coerce,146
cofee,4
coffee,100
coffin,48
coin,140
cola,100
collaborate,222
collapse,56
collar,8
collarbone,147
colleague,208
collect,88
collection,138
collide,129
collude,163
colonize,172
color,68
coloring,53
comatose,118
comb,88
combat,4
combing,88
come,74
comfort,42
comfortable,192
comforter,101
coming,74
command,4
commend,15
comment,83
commission,233
commit,222
commitment,104
commodity,61
commotion,205
communicate,75
communiqué,252
communist,249
companion,208
company,61
compare,88
compartment,9
compatriot,155
compel,121
compendium,252
compensate,121
compete,222
competence,104
compile,88
complain,112
complaint,21
complement,121
complete,4
complex,233
complexion,68
complexity,218
compliment,127
comply,89
compose,75
composure,246
comprehend,75
compromise,91
computer,252
comrade,208
conceal,63
concede,39
conceive,75
concentrate,121
concentration,4
concern,218
concerned,192
conciliatory,192
conclude,39
conclusion,47
concubine,152
concur,39
condition,178
confer,83
confess,81
confession,21
confide,83
confidence,104
confine,121
confirm,39
confound,87
confront,78
confrontation,199
confuse,163
confused,192
confusion,46
congratulate,15
congratulation,15
connect,75
connection,4
connoisseur,208
conquer,78
conscience,42
conscious,192
consciousness,42
consent,166
conserve,170
consider,83
consist,121
consolation,43
console,140
consolidate,204
constant,4
constipate,4
constitute,187
constitution,91
consult,83
consultant,208
consume,60
contact,83
contain,78
contemplate,81
contemporary,127
content,252
continue,121
contort,20
contract,91
contraction,56
contradict,39
contradiction,72
contribute,121
contribution,0
contrive,163
control,4
convalescence,73
convenience,4
conversation,199
converse,75
convert,121
convey,75
conviction,21
convince,146
conﬁde,4
conﬁdence,4
conﬁne,4
conﬁrme,4
coo,20
cook,37
cooking,37
cool,185
coolie,152
coolness,244
cooperate,89
cooperation,91
cop,198
cope,75
copper,175
copy,252
copybook,127
cordone,4
core,4
corner,127
correct,74
correspondence,252
corrupt,72
corruption,72
cosmetic,138
cost,0
costar,198
costume,138
cot,130
coterie,127
couch,130
cough,108
could,74
counsel,21
counselor,107
count,4
counter,78
countersignature,4
counting,74
country,4
countryman,155
coupon,252
courage,104
couriere,4
course,4
court,21
courtesy,4
courtyard,197
cousin,16
cover,121
coverall,8
cowardice,72
cower,163
coworker,208
coy,192
coﬀee,4
crack,106
cradle,189
craft,4
cram,158
crane,26
crash,173
crave,51
crawl,221
crazy,62
cream,52
create,121
creation,4
creature,232
credit,61
creep,195
crib,180
crime,21
criminal,21
crimson,68
cringe,125
cripple,187
crisscross,221
critic,208
criticism,203
criticize,31
critique,253
croak,120
crook,62
cross,4
crotch,66
crouch,202
crow,232
crown,4
cruelty,72
crumble,69
crumple,20
crumpled,6
crusade,199
crush,78
crust,30
crutch,118
cruzin,98
cry,112
crying,134
cubby,9
cuddle,110
cue,127
cuff,189
cultivate,117
culture,104
cunt,62
cup,109
cups,109
curb,78
cure,178
curfew,233
curiosity,42
curiously,127
curl,20
currency,61
curriculum,14
curse,62
curt,122
curtain,197
curtsy,122
curve,56
custom,138
customer,61
customize,12
customline,4
cut,137
cuticle,33
cv,150
cycle,4
cycling,4
dab,36
dabble,81
dad,16
daddy,22
dagger,123
damage,93
damn,62
dampen,187
dance,94
dancer,198
dancing,94
dangle,158
dare,62
dares,62
daring,127
darling,127
dart,158
dash,158
date,4
daub,108
daughter,34
dawdle,221
day,4
daybe,4
daydream,42
daze,118
dazzle,87
deaate,4
dead,44
deal,91
dealer,248
dean,14
dear,11
death,44
deathbed,34
debate,199
debt,61
decade,4
decamp,223
decant,108
decare,4
deceive,63
deception,72
decide,83
decision,47
declaration,252
declare,223
decline,56
dedicate,121
dedication,104
deed,252
deem,39
deepen,204
defeat,78
defect,218
defend,78
defender,96
defense,4
defiance,102
defile,172
define,75
deflate,78
deflect,79
defloration,4
deflower,62
deformity,178
defy,78
degrade,172
degree,4
delay,223
delete,12
deliberate,72
delight,7
delirium,42
deliver,121
delivery,4
delve,88
demand,61
demean,174
demeanor,244
demise,1
democracy,249
demon,62
demonstrate,121
demur,83
den,49
denial,21
denounce,31
denunciate,4
deny,39
depart,73
department,233
departure,73
depend,121
dependence,128
depict,75
deport,58
deposit,175
depress,187
depressed,192
deprive,187
descend,221
descent,56
describe,75
description,252
desert,185
deserve,51
design,4
desire,145
desk,49
deskmate,4
despair,43
despaired,192
desperation,43
despise,51
despondency,43
destination,73
destine,1
destiny,148
destroy,172
destruction,172
detach,189
detachment,233
detain,58
detect,88
deter,79
determination,104
determine,88
determined,39
detest,51
detonate,129
detour,73
devastate,187
devastation,43
develop,121
developing,4
development,4
deviate,223
deviation,72
device,140
devise,121
devote,121
devotion,104
devour,60
deﬁance,4
deﬁe,4
deﬁlement,4
deﬂecte,4
diagnose,178
diagnosis,178
dial,12
dialect,153
diaper,180
diary,252
dice,225
dick,62
dictate,121
dictionary,135
die,176
difference,218
dig,158
digest,60
dignify,174
dignity,104
diminish,187
din,205
dinner,181
dip,56
direct,4
direction,47
directory,252
disabuse,174
disadvantaged,4
disagree,39
disappear,69
disappearance,44
disappoint,87
disappointment,43
disapproval,5
disapprove,17
disarm,172
disassociate,75
disastrous,127
disbelief,7
discard,223
discern,75
discharge,108
discipline,104
disclose,83
discomfort,43
disconnect,218
discontent,102
discourage,79
discover,88
discovery,4
discuss,83
discussion,199
disdain,5
disease,178
disembark,73
disembarking,73
disengage,223
disgrace,72
disguise,63
disgust,7
dish,30
dishonor,174
disinter,172
dislike,5
dismantle,172
dismay,7
dismiss,223
disobey,89
disorient,163
disown,11
disparage,174
dispatch,252
dispense,121
display,4
displease,23
displeasure,5
disposal,4
disregard,72
disrespect,174
dissolve,223
dissuade,79
distance,4
distaste,5
distinguish,75
distract,79
distraction,218
distraught,192
distress,43
distribute,121
district,233
distrust,5
disturb,187
disﬁgure,4
disﬁgurement,4
ditch,158
divert,79
division,4
divorce,238
divulge,83
dizzy,118
do,74
doctor,107
document,252
dodge,229
dog,232
doing,74
dois,150
doll,138
dollar,61
domain,252
dominate,195
don,8
doodle,53
doom,127
door,197
doorbell,49
doorframe,197
doorstep,233
doorway,197
dope,62
dorm,227
dormitory,227
dosage,41
dose,41
dossier,252
dot,68
dou,55
double,4
doubt,39
doubtful,39
douse,78
dove,6
down,4
downfall,72
download,12
downstair,4
dowry,216
doze,130
draft,252
drag,158
dragon,152
drain,108
drank,100
drape,189
draw,158
drawer,57
drawing,4
drawl,120
dread,43
dream,42
dredge,35
drench,108
dress,50
dresser,24
dressmaker,235
dribble,246
drift,221
drill,175
drink,100
drive,158
driver,198
driveway,197
drone,205
drool,20
droop,20
drop,56
dropping,56
drown,108
drowsiness,80
drum,103
dry,185
du,240
duck,232
duct,197
dudou,4
dull,127
dump,158
dumpling,52
dunno,62
dust,140
dutch,40
duty,4
dwell,81
dwindle,69
dye,68
e,150
eager,145
eagerness,145
eagle,232
ear,36
earbud,162
eardrum,28
earlobe,36
early,4
earn,0
earning,0
earplug,140
earring,209
earthness,127
ease,78
easel,53
easy,74
eat,60
eaten,60
eating,60
eavesdrop,159
echo,205
eczema,224
edfred,4
edge,127
edit,12
editor,208
educate,121
education,14
effect,47
effort,47
effortlessness,244
efort,4
egg,52
ego,42
either,74
eject,220
elaborate,83
elate,87
elation,43
elbow,147
elder,16
elect,83
elegance,126
element,47
elude,229
email,252
embark,222
embarrass,174
embarrassment,43
embellish,81
embezzle,99
embodiment,127
embrace,81
embroider,235
embroidery,235
emerge,195
emit,205
emotion,43
empathy,104
emperor,152
emphasize,81
employ,121
employee,208
employer,208
employment,4
empower,121
emptiness,42
empty,127
enable,121
enchantment,42
enclose,121
encounter,199
encourage,121
encouragement,104
end,4
endure,176
enemy,172
energy,4
enfold,127
engage,222
engagement,222
english,40
englishman,62
engross,87
engulf,129
enjoy,51
enjoyed,51
enjoyment,42
enlist,222
enough,74
enquire,98
enrage,23
enrol,98
enroll,222
enrollment,14
enshroud,195
enslave,172
ensure,121
enter,222
entertain,87
entertainer,198
entertaining,127
enthral,4
enthusiasm,104
entice,146
entire,4
entitle,121
entourage,73
entrance,197
entreaty,253
entrust,1
entry,4
enunciate,75
envelop,172
envious,51
envisage,236
envision,236
envy,51
equipment,4
equivocate,81
erase,78
eraser,53
err,81
errand,73
erupt,129
escape,229
escapee,144
escort,73
essay,182
essence,47
establish,121
estimate,39
estimation,47
etch,140
ethnicity,168
evacuate,141
evade,229
evening,4
evict,220
ex,4
exaggerate,81
exam,14
examine,88
example,47
exasperate,163
excel,121
exception,4
exchange,61
excite,87
excitement,46
exclaim,70
exclude,223
excursion,73
excuse,74
execute,121
executive,208
exercise,4
exert,78
exhale,85
exhaust,108
exhausted,192
exhibit,233
exhibition,233
exhilarate,87
exile,73
exist,195
existence,4
exit,4
expand,204
expect,236
expectation,47
expedition,73
expel,220
expend,121
expense,0
experience,104
experienced,4
expertise,116
explain,75
explanation,47
explode,129
exploration,175
explore,88
expose,172
expound,83
express,75
expression,127
expressionless,194
extend,204
extension,4
exterior,197
extract,88
extricate,170
exude,87
eye,36
eyeball,36
eyebrow,36
eyed,127
eyeglass,138
eyelash,64
eyelid,64
eyeliner,241
eyetooth,4
eﬀort,4
facade,197
face,4
factor,218
factory,234
fade,69
fail,74
failing,145
failure,145
faint,205
faith,104
fake,62
fall,56
falter,247
faltering,56
fame,42
family,16
famish,4
fan,208
fancy,127
fang,76
fantasize,112
fare,0
fascinate,87
fascination,42
fashion,138
fasten,189
fate,1
father,16
fathom,75
fatigue,218
fault,218
favor,4
favorite,127
favourite,98
fax,252
fear,46
fearless,127
feature,4
fecklessness,72
fee,0
feed,60
feeding,60
feel,74
feeling,42
feign,163
feint,127
felt,74
femininity,126
fence,197
fend,78
ferment,117
ferocity,244
ferry,26
fertile,117
festival,233
fetch,61
fever,45
fiancé,34
fictionalize,182
fiddle,103
fidget,20
field,4
fiend,62
fifth,4
fifty,184
fight,199
figure,4
file,252
fill,121
film,182
financial,61
find,88
fine,74
finger,114
fingernail,33
fingerprint,140
fingertip,114
fingertips,114
finish,158
fire,233
firm,4
first,4
firstborn,180
fish,232
fist,196
fit,121
fix,170
fixate,81
flag,140
flail,20
flank,96
flap,189
flash,127
flashlight,29
flat,56
flatten,158
flatter,127
flaw,218
fle,4
flee,141
flesh,127
flgge,4
flick,127
flight,73
flinch,125
fling,238
flip,158
flirt,20
flirtation,199
float,61
flock,221
flood,35
floor,197
flop,62
flounce,207
flourish,117
flow,108
flower,237
fluency,135
fluent,135
flush,108
fluster,87
flutter,205
flw,4
fly,158
foaming,108
focus,121
fold,4
folder,12
folk,103
follow,83
follower,208
fondness,5
food,52
fool,62
foot,4
footed,96
footfall,133
footing,4
footlocker,29
footprint,140
footstep,205
forbid,223
force,4
forearm,147
forefinger,114
forehead,36
foresee,236
foresight,104
forest,237
foreﬁnger,4
forfeit,136
forgave,11
forge,170
forget,81
forgive,11
forgiveness,11
forgo,223
forgot,74
fork,189
form,4
fortify,204
fortune,1
forty,184
forward,4
fountain,197
fox,232
fragility,105
fragrance,164
fragrant,237
frame,140
française,240
freak,62
freckle,36
free,4
freedom,104
freeze,223
french,40
frequent,4
fret,112
fridge,109
friend,16
friendship,104
frighten,163
frightened,192
fringe,127
frolic,221
front,4
frown,20
froze,223
frustrate,78
frustration,5
fry,37
fu,55
fuck,62
full,4
fullness,42
fumble,226
fume,112
function,47
fund,61
funeral,242
fur,138
furious,192
furnishing,138
furniture,138
fury,102
fuss,112
fussy,192
future,4
g,150
gabbe,4
gabble,127
gag,62
gain,56
gait,118
gall,62
gallery,248
gamble,225
gambler,225
game,4
gang,233
gap,218
garden,237
garment,138
gasp,127
gate,197
gather,88
gathering,233
gauge,88
gawk,20
gaze,20
gear,138
gender,168
general,4
generosity,104
generous,192
genital,66
genius,116
german,40
gesture,47
get,74
getting,74
ghost,127
gibe,253
giddiness,46
giddy,192
gift,1
giggle,20
gingerroot,52
girl,198
girlfriend,34
girlhood,213
girlishness,244
gist,252
gitane,127
gitanes,100
give,121
glance,127
glare,185
glass,197
glean,88
glee,7
gleefully,127
glide,94
glimpse,88
glinting,68
gloom,46
glory,42
gloss,127
glove,8
glow,126
glowed,68
glower,20
glue,140
gmail,150
go,74
goad,146
goal,47
gobble,60
god,62
goddaughter,34
going,74
gold,175
gone,74
good,74
goodbye,11
goodness,42
google,150
gorge,60
gossip,255
got,74
gouge,158
govern,121
government,4
gown,50
grab,158
grace,104
grade,14
graduate,14
graduation,14
grain,52
grammar,135
grandchild,34
granddad,16
granddaughter,34
grandfather,16
grandma,22
grandmother,16
grandniece,34
grandparent,22
grandson,16
grant,0
grape,139
grapple,75
grasp,75
gratify,163
gratitude,15
grave,242
graze,60
green,68
greet,122
greeting,122
grief,43
grievance,21
grieve,11
grill,37
grimace,206
grin,206
grind,158
grindstone,74
grip,189
grit,244
groan,70
grocery,248
groggily,118
groin,59
groom,34
grope,20
ground,4
groundwork,47
group,4
grow,117
growl,120
grudge,5
grumble,112
grunt,20
guard,208
guess,74
guest,208
guide,252
guilt,21
guilte,4
gullet,196
gulp,108
gum,2
gun,190
gush,108
gut,196
guzzle,108
habit,47
hack,158
hackle,237
had,4
hadn,74
haggle,112
hail,4
hair,36
hairbrush,140
haircut,36
hairline,36
hairstyle,95
hall,49
hallucinate,118
halt,223
hamper,187
hamstring,59
hand,140
handbag,29
handcuff,189
handed,158
handful,4
handicap,4
handing,158
handiwork,127
handkerchief,95
handle,121
handler,208
handmaid,1
handprint,53
handwriting,143
hang,158
hangout,248
happen,74
happiness,42
happy,74
harbor,35
hard,74
harden,204
hardworke,4
harm,93
harsh,192
harshness,72
harvest,52
haste,72
hasten,187
hat,8
hate,51
hatred,5
haughtiness,244
haul,158
haunch,196
haunt,195
have,74
hayami,76
hazard,218
haze,185
he,74
head,208
headache,218
headband,8
headboard,97
headdress,95
headfirst,158
headlong,127
headmistress,14
headphone,162
headquarter,233
headquarters,233
heal,170
health,4
heap,158
hear,83
hearing,21
heart,178
heartache,43
heartbeat,205
heartstring,127
heat,185
heave,158
heavy,4
heavyhandedness,4
heed,81
heel,196
height,4
heime,4
heir,1
helmet,8
help,121
helplessness,43
hemorrhage,178
heping,76
her,198
herb,52
herd,232
heritage,168
heroine,198
hesitance,105
hesitancy,105
hesitate,83
hesitation,105
hibernation,60
hiccup,218
hide,63
high,4
hike,56
himalayan,4
hint,127
hip,147
hire,121
hiss,205
history,4
hit,158
hitch,158
hitching,158
hoard,61
hoarse,120
hobble,187
hoist,158
hold,158
hole,140
holler,202
home,4
homeland,4
homesick,192
hometown,233
homework,14
honey,52
honk,202
honor,104
honour,98
hood,197
hoodie,8
hook,158
hop,221
hope,74
hopefulness,42
horizon,195
hork,4
horrify,163
horror,43
horse,232
hospitable,192
hospital,107
host,222
hostess,198
hostility,5
hotel,49
hound,232
hour,4
house,49
housedress,207
household,4
housekeeper,198
housekeeping,49
housemate,198
hover,195
howl,120
hua,76
huddle,202
huff,112
hug,122
hui,76
hulije,4
hum,205
humble,127
humiliate,174
humiliation,43
humor,244
hunch,47
hunger,42
hungry,60
hunt,158
hurl,158
hurry,74
hurt,93
hurtle,221
husband,34
hush,230
hustle,246
hydrangea,237
hyper,127
hypothesis,47
i,150
idea,47
identify,88
identity,168
identiﬁe,4
identiﬁer,4
idle,4
idolize,51
ignite,129
ignorance,72
ignore,81
ill,192
illness,178
image,47
imagination,42
imagine,236
imagining,127
imago,4
imbue,75
imitate,75
immaturity,72
immerse,75
immigrate,183
immobilize,163
impact,218
impatience,5
impatient,192
impede,187
impersonate,99
imploding,56
implore,38
imply,39
importance,104
important,74
impress,87
impressed,192
impression,47
impressive,127
imprison,58
imprisonment,92
improve,204
improvement,56
improvise,75
imprudence,72
impudence,72
impugn,174
impulse,42
in,4
inability,145
inaction,72
inadequacy,72
incapable,192
incapacitate,163
incense,152
inch,140
incision,66
incisor,36
inclination,145
incline,56
include,121
inclusion,4
income,0
incorporate,121
increase,56
incredulously,122
incriminating,21
independence,104
index,56
indicate,39
indignation,102
indispensable,47
indiﬀerence,4
induce,163
indulge,81
infant,180
infect,172
infidelity,238
influence,4
inform,83
information,252
infuriate,23
infuse,239
ingest,60
ingratiate,142
inhabit,221
inhalation,85
inhale,85
inherit,1
inheritance,1
inhibit,187
initial,4
initiate,222
inject,239
injection,239
injure,93
ink,53
inkstone,4
innard,4
innocence,21
inoculate,78
inquire,83
inquiry,179
insect,237
insecurity,46
insert,189
inside,4
insight,88
insist,39
insisted,39
insistence,47
insolence,72
inspect,88
inspector,208
inspire,87
instability,46
instinct,42
institute,4
instruct,83
instruction,14
instructor,208
insult,174
intake,60
intelligence,47
intend,74
intensiﬁed,4
intent,145
intention,145
interact,75
intercept,245
interest,61
interested,222
interesting,74
interference,72
interject,75
interlock,189
interpret,75
interpretation,47
interrogate,88
interrogation,21
interrupt,187
interruption,4
intervene,83
interview,253
intestine,157
intimacy,42
intimidate,174
intone,70
intoxicate,163
intrigue,46
introduce,121
introduction,4
inure,163
invade,172
invent,75
inventory,61
invest,61
investigate,88
investigation,179
investor,61
invigorate,204
invitation,222
invite,222
involve,121
involvement,222
inward,127
inﬂecte,4
iove,4
iphone,150
ire,203
irk,23
iron,140
irrationality,72
irresistible,127
irresponsibility,72
irritability,80
irritable,192
irritate,23
irritated,192
irritation,5
isolate,172
issue,47
it,74
italian,40
itch,45
itching,45
itchy,45
item,252
itinerary,73
jab,253
jabber,255
jacket,8
jade,152
jailer,198
jam,158
japan,150
jar,109
jasmine,217
jaw,28
jawline,36
jealousy,5
jean,86
jeer,202
jenneeeeee,4
jenneeeeeeee,4
jeopardise,4
jeopardize,187
jerk,62
jewel,233
jeweler,248
jewelery,138
jewelry,138
jews,150
jialing,76
jibe,253
jiggle,20
jingle,251
jittery,192
jiu,76
jiujiu,4
job,74
jog,221
join,222
joint,4
joke,62
jolt,56
jostle,221
jot,53
journal,252
journey,73
jowl,127
joy,43
joylessness,42
judge,21
judgement,21
judgment,21
jug,109
juggle,75
juice,100
juke,94
jumble,127
jump,56
jumper,119
jumping,56
jumpy,192
justify,39
kaftan,207
kaiser,150
karaoke,103
keep,121
keeper,96
keepsake,53
kerchief,95
key,4
keyboard,103
kick,158
kid,22
kidnap,44
kidnapping,44
kidney,178
kill,172
killer,198
killing,44
kilt,8
kimono,152
kin,16
kind,74
kindness,104
king,62
kinswoman,4
kiss,122
kit,140
kitchen,49
knack,116
knapsack,29
knee,147
kneel,6
kneeling,6
