persona,feature,weight
6,poss:rhetoric,2.4721856291116246
6,poss:reynolds,2.4721856291116246
6,poss:retina,2.4721856291116246
6,poss:residences,2.4721856291116246
6,agent:chronicled,2.4721856291116246
6,poss:yarmulke,2.4721856291116246
7,agent:absolved,2.238671394939212
7,mod:coverer,2.238671394939212
7,agent:introducing,2.238671394939212
7,poss:deepening,2.238671394939212
7,poss:delay,2.238671394939212
7,poss:delinquency,2.238671394939212
7,mod:convincing,2.238671394939212
7,mod:tenant,2.238671394939212
7,patient:twirl,2.238671394939212
7,agent:prey,2.238671394939212
7,patient:tune,2.238671394939212
7,poss:spreadsheet,2.238671394939212
7,mod:ticklish,2.238671394939212
7,mod:therapist,2.238671394939212
7,poss:polishing,2.238671394939212
7,patient:forming,2.238671394939212
7,poss:placement,2.238671394939212
7,poss:designers,2.238671394939212
7,poss:desirability,2.238671394939212
7,poss:desk-,2.238671394939212
7,agent:jarred,2.238671394939212
7,poss:despairs,2.238671394939212
7,poss:dessert,2.238671394939212
7,poss:detached,2.238671394939212
7,agent:accounted,2.238671394939212
7,poss:deadweight,2.238671394939212
7,poss:datsun,2.238671394939212
7,mod:contestant,2.238671394939212
7,mod:dealer,2.238671394939212
7,poss:pill,2.238671394939212
7,patient:fine,2.238671394939212
7,agent:spacing,2.238671394939212
7,mod:demure,2.238671394939212
7,mod:decorations,2.238671394939212
7,poss:yet,2.238671394939212
7,poss:yank,2.238671394939212
7,poss:wrapper,2.238671394939212
7,mod:congratulations,2.238671394939212
7,mod:conspirators,2.238671394939212
7,mod:delightful,2.238671394939212
7,poss:yell,2.238671394939212
7,patient:fuels,2.238671394939212
7,poss:pis,2.238671394939212
7,agent:crowed,2.238671394939212
7,poss:policewoman,2.238671394939212
7,agent:damage,2.238671394939212
7,agent:damaged,2.238671394939212
7,patient:fattened,2.238671394939212
7,agent:crimped,2.238671394939212
7,poss:wrongdoing,2.238671394939212
