word,cluster_id
impractical,992
eyeballs,534
v,364
deviate,376
dodge,832
sync,673
sidekicks,620
foibles,5
custom,124
trades,228
fox,203
forgiving,70
trying,460
faulted,68
evict,467
cured,156
compete,143
edgy,266
sickening,21
fronting,947
bai,17
bleached,802
championed,829
floundering,416
ensconced,983
preoccupied,812
fanned,267
dialled,561
heave,186
perpetuate,633
sentry,437
original,872
smoulders,499
tackle,548
heavy,420
rephrase,298
weepy,43
she'd,692
betters,999
haired,4
pilots,459
rejoices,138
jugun,711
chablis,100
envelops,512
binoculars,422
toil,813
moments,964
existed,987
assumptions,732
r,364
results,665
mature,812
focusses,443
